'1. Block','2. Trial','3. Stimulus','4. Offset','5. fliplr','6. Order','7. Ident Resp','8. Discrim Resp','9. Ident Correct','10. Discrim Correct','11. Ident RT','12. Discrim RT',13. Question Condition',14. Participant ID'
1,172,-4,4,2,2,1,2,1,1,0.65424579,0.550865942,2,S03
1,173,-1,1,1,1,2,2,0,0,1.488909452,1.328959427,2,S03
1,174,2,2,1,1,2,1,1,1,0.528431723,0.328429369,2,S03
1,175,2,2,2,2,2,2,1,1,3.636493655,2.244519516,2,S03
1,176,0.5,0.5,1,1,2,2,1,0,1.158808792,1.038699496,2,S03
1,177,-0.5,0.5,1,2,2,2,0,1,0.479627691,0.359568805,2,S03
1,178,0.25,0.25,2,1,2,2,1,0,0.346720618,0.066799547,2,S03
1,179,1,1,1,1,2,2,1,0,0.999391845,0.799454389,2,S03
1,180,-4,4,2,2,1,2,1,1,0.620957142,0.445011179,2,S03
1,181,0.5,0.5,2,2,2,2,1,1,1.97101952,1.690994309,2,S03
1,182,0.25,0.25,2,2,2,2,1,1,0.224047058,0.168150925,2,S03
1,183,8,8,2,1,2,1,1,1,0.534015148,0.286007472,2,S03
1,184,0.25,0.25,2,1,2,1,1,1,0.462413161,0.35038092,2,S03
1,185,-8,8,1,1,1,1,1,1,0.629502375,0.52548048,2,S03
1,186,-8,8,1,2,1,2,1,1,0.503616165,0.375762458,2,S03
1,187,-2,2,1,2,1,2,1,1,1.939423678,1.667433263,2,S03
1,188,8,8,2,1,2,1,1,1,0.555750571,0.395719045,2,S03
1,189,8,8,1,1,2,1,1,1,1.904239074,1.064373231,2,S03
1,190,-1,1,1,2,2,1,0,0,0.42004439,0.355958006,2,S03
1,191,-2,2,2,1,2,1,0,1,1.0263702,0.898000018,2,S03
1,192,0.5,0.5,2,2,2,1,1,0,0.15201402,0.063966631,2,S03
2,1,4,4,1,1,1,1,0,1,0.387431899,0.307360745,2,S03
2,2,1,1,1,1,1,1,0,1,0.300696676,0.196663612,2,S03
2,3,-2,2,2,1,1,1,1,1,0.376400581,0.272430907,2,S03
2,4,-1,1,1,1,1,2,1,0,1.365493327,1.029587076,2,S03
2,5,1,1,2,2,1,1,0,0,0.526357069,0.390340882,2,S03
2,6,2,2,2,2,2,2,1,1,0.41883244,0.306485665,2,S03
2,7,-1,1,2,2,1,2,1,1,1.840372743,1.704411796,2,S03
2,8,-0.5,0.5,1,1,1,1,1,1,1.02288769,0.838913271,2,S03
2,9,-0.25,0.25,2,2,1,1,1,0,0.388989776,0.308933112,2,S03
2,10,1,1,2,2,1,1,0,0,0.414381879,0.326340527,2,S03
2,11,-0.25,0.25,1,1,2,1,0,1,1.584098144,1.440084893,2,S03
2,12,2,2,1,1,2,2,1,0,0.881479757,0.793472816,2,S03
2,13,0.25,0.25,2,1,2,2,1,0,0.316520859,0.292763003,2,S03
2,14,0.5,0.5,2,1,1,2,0,0,0.748566345,0.628654161,2,S03
2,15,-0.25,0.25,2,2,2,2,0,1,0.769100986,0.665129802,2,S03
2,16,1,1,2,2,2,2,1,1,0.646310003,0.590297354,2,S03
2,17,-8,8,2,2,1,2,1,1,1.06071323,0.948704836,2,S03
2,18,0.5,0.5,2,1,1,1,0,1,0.327399437,0.239471281,2,S03
2,19,-0.5,0.5,2,2,2,2,0,1,1.899653886,1.715609436,2,S03
2,20,-0.5,0.5,1,2,1,1,1,0,0.583278002,0.439308822,2,S03
2,21,-8,8,2,2,1,2,1,1,3.464524943,1.656644336,2,S03
2,22,-8,8,1,2,1,2,1,1,0.807406476,0.719490998,2,S03
2,23,-8,8,1,1,1,1,1,1,0.529240696,0.361316247,2,S03
2,24,2,2,1,1,2,1,1,1,0.429454139,0.357362843,2,S03
2,25,-8,8,2,1,1,1,1,1,0.4316438,0.327620999,2,S03
2,26,-0.25,0.25,1,2,1,1,1,0,0.273839366,0.162032913,2,S03
2,27,1,1,2,1,1,1,0,1,0.357084532,0.333547332,2,S03
2,28,8,8,1,1,2,1,1,1,1.333975062,1.158095809,2,S03
2,29,2,2,2,1,2,1,1,1,0.526419553,0.446319119,2,S03
2,30,-0.25,0.25,2,2,1,1,1,0,0.890534221,0.794545913,2,S03
2,31,-0.25,0.25,2,1,2,1,0,1,1.098141226,1.017939067,2,S03
2,32,0.25,0.25,2,2,2,1,1,0,0.429618952,0.389569641,2,S03
2,33,-4,4,1,2,1,2,1,1,0.487858089,0.391887289,2,S03
2,34,8,8,1,2,2,2,1,1,0.871365477,0.751516381,2,S03
2,35,2,2,2,2,2,2,1,1,1.326229142,1.206402685,2,S03
2,36,-4,4,1,2,1,1,1,0,0.914381124,0.682482582,2,S03
2,37,-2,2,1,1,1,1,1,1,2.738188847,2.570271944,2,S03
2,38,-4,4,1,1,1,1,1,1,1.08268078,0.963016721,2,S03
2,39,0.5,0.5,2,1,1,1,0,1,0.445790268,0.341879154,2,S03
2,40,-2,2,2,2,2,1,0,0,2.24439002,2.11627551,2,S03
2,41,-8,8,2,1,1,1,1,1,0.4427536,0.338791774,2,S03
2,42,-4,4,1,2,1,1,1,0,0.169361366,0.089356923,2,S03
2,43,2,2,1,2,2,1,1,0,0.398340059,0.326489342,2,S03
2,44,-0.25,0.25,2,1,2,1,0,1,0.363890473,0.323997825,2,S03
2,45,-2,2,2,1,1,1,1,1,0.404812751,0.284770165,2,S03
2,46,8,8,2,1,2,1,1,1,0.598569409,0.375096263,2,S03
2,47,-2,2,2,2,1,1,1,0,0.980121074,0.836202908,2,S03
2,48,-1,1,2,1,1,1,1,1,0.333440777,0.285523899,2,S03
2,49,0.25,0.25,2,2,1,1,0,0,0.349971302,0.286012301,2,S03
2,50,-2,2,1,2,1,1,1,0,0.330513381,0.258498454,2,S03
2,51,4,4,2,1,2,2,1,0,0.406707499,0.334657558,2,S03
2,52,1,1,1,2,2,2,1,1,0.264444106,0.208550992,2,S03
2,53,-1,1,1,2,2,1,0,0,0.487425228,0.447426024,2,S03
2,54,-0.5,0.5,2,2,2,1,0,0,0.150905002,0.110939305,2,S03
2,55,2,2,2,1,2,1,1,1,0.092235721,0.011491731,2,S03
2,56,2,2,2,1,2,1,1,1,0.107479435,0.059037629,2,S03
2,57,-1,1,2,2,2,1,0,0,0.526698769,0.406731044,2,S03
2,58,8,8,1,1,2,1,1,1,0.698842256,0.394908563,2,S03
2,59,2,2,2,2,2,2,1,1,0.742480028,0.486535055,2,S03
2,60,0.5,0.5,2,2,2,2,1,1,0.910961401,0.398909962,2,S03
2,61,-0.5,0.5,1,1,2,2,0,0,0.334785545,0.27087967,2,S03
2,62,-0.5,0.5,2,2,2,2,0,1,0.567184564,0.447116019,2,S03
2,63,4,4,1,2,2,2,1,1,0.496036266,0.280077818,2,S03
2,64,-0.25,0.25,1,2,2,2,0,1,0.823396075,0.775421844,2,S03
2,65,8,8,2,1,2,1,1,1,0.469580725,0.269502906,2,S03
2,66,-2,2,1,2,2,1,0,0,0.444418032,0.268861765,2,S03
2,67,4,4,1,2,2,1,1,0,0.522991679,0.387013526,2,S03
2,68,0.25,0.25,1,1,2,1,1,1,0.295104799,0.207155212,2,S03
2,69,0.5,0.5,1,1,2,1,1,1,0.462558655,0.342957081,2,S03
2,70,-4,4,1,1,1,1,1,1,2.269523131,0.38159099,2,S03
2,71,4,4,2,1,2,1,1,1,0.43645206,0.27643623,2,S03
2,72,1,1,1,2,2,1,1,0,0.26274315,0.11127195,2,S03
2,73,-4,4,2,2,1,1,1,0,0.445833735,0.317721339,2,S03
2,74,-0.5,0.5,2,1,2,1,0,1,0.092187726,0.000699786,2,S03
2,75,4,4,2,1,2,1,1,1,0.795711982,0.667667201,2,S03
2,76,-8,8,1,1,1,1,1,1,0.369330819,0.313256893,2,S03
2,77,-0.25,0.25,1,1,1,1,1,1,0.470392717,0.414819872,2,S03
2,78,-2,2,2,2,1,1,1,0,0.309296546,0.237382138,2,S03
2,79,-4,4,2,1,1,1,1,1,0.701259818,0.613280347,2,S03
2,80,-2,2,1,1,1,1,1,1,0.840844543,0.648932526,2,S03
2,81,8,8,1,1,2,1,1,1,0.471392765,0.335564936,2,S03
2,82,0.25,0.25,2,1,2,1,1,1,0.478366537,0.382459429,2,S03
2,83,-2,2,1,2,1,1,1,0,0.361596068,0.000704313,2,S03
2,84,-4,4,2,1,1,1,1,1,0.298417666,0.250431662,2,S03
2,85,8,8,1,2,2,2,1,1,0.65419206,0.558163002,2,S03
2,86,-0.25,0.25,2,2,1,1,1,0,1.473349695,1.400907945,2,S03
2,87,0.25,0.25,1,2,2,2,1,1,0.815853607,0.703844609,2,S03
2,88,4,4,1,1,2,2,1,0,0.510285968,0.413850009,2,S03
2,89,0.25,0.25,2,2,2,2,1,1,0.901869507,0.750433926,2,S03
2,90,-0.25,0.25,1,2,1,1,1,0,0.27337813,0.19344251,2,S03
2,91,1,1,2,1,1,1,0,1,0.256508018,0.224387249,2,S03
2,92,-0.5,0.5,1,2,1,1,1,0,0.515227347,0.411179793,2,S03
2,93,-4,4,2,1,1,1,1,1,0.555015553,0.387235089,2,S03
2,94,-4,4,2,2,1,1,1,0,0.431740092,0.239758044,2,S03
2,95,0.5,0.5,1,2,1,1,0,0,0.314081563,0.145993508,2,S03
2,96,0.5,0.5,1,2,1,1,0,0,1.417765983,1.193952344,2,S03
2,97,-1,1,1,2,1,1,1,0,0.167936305,0.023920942,2,S03
2,98,2,2,2,2,2,2,1,1,0.789014407,0.460912636,2,S03
2,99,-1,1,2,2,2,2,0,1,0.646353471,0.502292225,2,S03
2,100,-1,1,1,1,2,2,0,0,0.620731354,0.437243224,2,S03
2,101,-0.25,0.25,2,1,1,1,1,1,19.80245665,19.42652614,2,S03
2,102,-2,2,1,1,1,1,1,1,0.4079113,0.287878071,2,S03
2,103,4,4,1,2,2,2,1,1,0.609704564,0.465712746,2,S03
2,104,0.5,0.5,1,1,2,2,1,0,0.979436163,0.643914778,2,S03
2,105,2,2,1,2,2,2,1,1,0.300806552,0.132727553,2,S03
2,106,0.5,0.5,1,1,2,1,1,1,0.41688547,0.376434691,2,S03
2,107,-0.25,0.25,2,1,2,1,0,1,0.54291959,0.422530474,2,S03
2,108,-4,4,2,2,1,2,1,1,0.254970365,0.166801328,2,S03
2,109,0.25,0.25,2,2,2,2,1,1,0.761681674,0.705487911,2,S03
2,110,-4,4,2,1,1,1,1,1,0.514978316,0.41845995,2,S03
2,111,-8,8,2,1,1,1,1,1,0.458311243,0.330414372,2,S03
2,112,2,2,1,2,2,2,1,1,0.645123107,0.541142566,2,S03
2,113,-8,8,1,2,1,1,1,0,0.444130062,0.403647588,2,S03
2,114,4,4,1,1,1,1,0,1,4.129979458,3.394024729,2,S03
2,115,-4,4,2,2,1,1,1,0,0.470173268,0.374221485,2,S03
2,116,8,8,2,2,2,2,1,1,0.309121469,0.221664208,2,S03
2,117,8,8,2,2,2,2,1,1,0.397065624,0.317081103,2,S03
2,118,2,2,1,1,2,2,1,0,0.282748939,0.202743892,2,S03
2,119,0.25,0.25,1,2,2,2,1,1,0.325905855,0.277911097,2,S03
2,120,-1,1,1,2,2,2,0,1,0.330031921,0.298125469,2,S03
2,121,8,8,1,2,2,2,1,1,0.414216764,0.334194813,2,S03
2,122,-0.5,0.5,2,2,2,2,0,1,1.30397815,1.120079496,2,S03
2,123,-4,4,1,1,2,1,0,1,1.027672103,0.931699191,2,S03
2,124,-4,4,1,2,2,2,0,1,0.606279709,0.549882798,2,S03
2,125,8,8,2,2,2,2,1,1,0.375706615,0.319733207,2,S03
2,126,-8,8,1,2,1,2,1,1,0.772738347,0.66078157,2,S03
2,127,-8,8,2,1,1,1,1,1,0.625787437,0.353813322,2,S03
2,128,0.5,0.5,1,2,2,2,1,1,0.552504415,0.439812016,2,S03
2,129,-1,1,2,1,2,1,0,1,0.548461057,0.476487486,2,S03
2,130,-8,8,1,1,1,1,1,1,0.569188282,0.457057335,2,S03
2,131,-2,2,1,2,1,2,1,1,0.670238106,0.470174777,2,S03
2,132,2,2,1,1,1,2,0,0,0.517278758,0.429180657,2,S03
2,133,1,1,2,1,1,2,0,0,0.477022978,0.3972081,2,S03
2,134,-0.5,0.5,2,1,1,1,1,1,0.640262626,0.368353108,2,S03
2,135,1,1,1,2,1,1,0,0,0.487269168,0.366750556,2,S03
2,136,4,4,2,2,2,2,1,1,0.486181582,0.34227549,2,S03
2,137,-0.25,0.25,1,2,2,2,0,1,1.141635919,1.07023376,2,S03
2,138,0.25,0.25,1,2,2,2,1,1,0.470050714,0.414112322,2,S03
2,139,2,2,2,1,2,1,1,1,0.789198539,0.693024289,2,S03
2,140,0.5,0.5,1,1,2,2,1,0,0.630282069,0.390389783,2,S03
2,141,-8,8,2,2,1,2,1,1,0.416572748,0.360614433,2,S03
2,142,0.25,0.25,1,1,1,1,0,1,0.982657869,0.774598684,2,S03
2,143,-0.5,0.5,1,2,1,1,1,0,0.575945021,0.264003095,2,S03
2,144,1,1,2,2,1,1,0,0,0.453061369,0.357060082,2,S03
2,145,-1,1,1,1,1,1,1,1,1.895763267,1.799819031,2,S03
2,146,1,1,1,1,1,1,0,1,0.903330488,0.783274923,2,S03
2,147,0.25,0.25,2,1,1,1,0,1,0.331135807,0.234753276,2,S03
2,148,0.5,0.5,2,2,2,2,1,1,0.582974033,0.502952988,2,S03
2,149,-4,4,1,1,1,1,1,1,0.760423539,0.520343197,2,S03
2,150,0.25,0.25,1,1,1,1,0,1,0.449341601,0.345204397,2,S03
2,151,8,8,2,1,2,2,1,0,0.839738242,0.367765998,2,S03
2,152,-0.5,0.5,2,1,1,2,1,0,1.094812965,1.078250142,2,S03
2,153,4,4,2,2,2,2,1,1,0.661528361,0.605683846,2,S03
2,154,-8,8,1,2,1,2,1,1,0.420599805,0.348647061,2,S03
2,155,-8,8,2,2,1,2,1,1,0.29071461,0.226678334,2,S03
2,156,-2,2,2,2,1,2,1,1,0.394157546,0.330073275,2,S03
2,157,0.5,0.5,2,2,1,2,0,1,0.215657883,0.167607886,2,S03
2,158,-0.5,0.5,2,1,1,2,1,0,0.205668874,0.149751008,2,S03
2,159,0.25,0.25,2,1,1,2,0,0,0.30347073,0.247529319,2,S03
2,160,1,1,1,1,1,2,0,0,0.259222908,0.211621469,2,S03
2,161,4,4,2,1,2,1,1,1,0.381942954,0.317923582,2,S03
2,162,-1,1,2,2,2,1,0,0,0.311246232,0.279326801,2,S03
2,163,1,1,2,1,2,2,1,0,0.671337163,0.599212965,2,S03
2,164,1,1,1,2,2,2,1,1,0.422127195,0.366126922,2,S03
2,165,0.5,0.5,1,2,2,2,1,1,0.47616782,0.428215323,2,S03
2,166,8,8,2,1,2,1,1,1,0.359398558,0.279476219,2,S03
2,167,-1,1,1,1,2,2,0,0,0.504220178,0.408249378,2,S03
2,168,-1,1,2,1,2,2,0,0,1.315972991,1.196098237,2,S03
2,169,-0.5,0.5,1,1,2,2,0,0,0.403823268,0.355894315,2,S03
2,170,4,4,1,2,2,2,1,1,0.325587095,0.253610505,2,S03
2,171,-0.25,0.25,1,1,2,2,0,0,0.601767872,0.545763977,2,S03
2,172,-0.5,0.5,1,2,2,1,0,0,0.783456338,0.67128796,2,S03
2,173,8,8,2,2,2,2,1,1,0.272636471,0.240733642,2,S03
2,174,-8,8,1,1,1,1,1,1,0.407798104,0.311758179,2,S03
2,175,0.5,0.5,2,1,1,1,0,1,0.32148065,0.273479554,2,S03
2,176,-1,1,1,2,2,2,0,1,0.197589706,0.181692776,2,S03
2,177,8,8,1,2,2,2,1,1,0.251128345,0.21915941,2,S03
2,178,-0.5,0.5,1,1,2,2,0,0,0.214005525,0.173925123,2,S03
2,179,-2,2,1,1,1,1,1,1,0.255762434,0.143828297,2,S03
2,180,-2,2,2,1,1,1,1,1,0.298632587,0.218551472,2,S03
2,181,-1,1,2,1,2,2,0,0,2.582195547,2.542091298,2,S03
2,182,0.5,0.5,2,2,2,2,1,1,1.175447683,0.359389804,2,S03
2,183,-2,2,2,1,1,1,1,1,0.332533701,0.252984456,2,S03
2,184,8,8,1,1,2,2,1,0,0.348858964,0.284925621,2,S03
2,185,0.25,0.25,1,1,2,1,1,1,1.00948922,0.833549294,2,S03
2,186,4,4,2,2,2,2,1,1,0.475344056,0.379255835,2,S03
2,187,4,4,2,2,2,2,1,1,0.310469255,0.278493679,2,S03
2,188,0.25,0.25,1,2,2,2,1,1,1.07840922,0.142461494,2,S03
2,189,-0.25,0.25,1,1,2,2,0,0,0.873668032,0.793647289,2,S03
2,190,4,4,1,1,2,2,1,0,0.26884788,0.116894918,2,S03
2,191,2,2,1,2,2,2,1,1,0.395883557,0.211870802,2,S03
2,192,1,1,1,1,2,2,1,0,0.345598318,0.193993397,2,S03
3,1,-2,2,2,2,1,1,1,0,2.099180214,1.827257112,2,S03
3,2,-0.5,0.5,1,2,1,1,1,0,0.318866881,0.262829178,2,S03
3,3,-2,2,1,1,1,1,1,1,0.247551053,0.198755774,2,S03
3,4,8,8,2,1,2,2,1,0,0.349225115,0.277326705,2,S03
3,5,0.5,0.5,1,2,2,2,1,1,0.041887998,0.000708237,2,S03
3,6,-0.25,0.25,2,1,2,1,0,1,0.968403035,0.808343436,2,S03
3,7,-8,8,2,1,1,1,1,1,0.381536053,0.293467836,2,S03
3,8,1,1,1,2,2,1,1,0,0.150876326,0.054904621,2,S03
3,9,4,4,2,1,2,1,1,1,0.21145092,0.171960344,2,S03
3,10,-8,8,1,2,1,2,1,1,0.293263781,0.213222813,2,S03
3,11,4,4,1,2,2,1,1,0,0.340785531,0.276706693,2,S03
3,12,2,2,2,1,2,1,1,1,1.069094254,0.941100185,2,S03
3,13,4,4,2,2,2,1,1,0,0.628034451,0.556154454,2,S03
3,14,-0.25,0.25,2,1,1,2,1,0,0.238311551,0.158341821,2,S03
3,15,0.25,0.25,2,2,2,2,1,1,0.348773237,0.29330906,2,S03
3,16,0.25,0.25,1,1,2,1,1,1,0.393414981,0.337484738,2,S03
3,17,-4,4,2,1,1,1,1,1,0.263638454,0.159001678,2,S03
3,18,-8,8,1,2,1,1,1,0,0.30199043,0.221976931,2,S03
3,19,-4,4,2,2,1,1,1,0,0.289930087,0.209688385,2,S03
3,20,2,2,2,2,2,1,1,0,0.641387039,0.513102584,2,S03
3,21,0.25,0.25,2,1,2,1,1,1,0.615773977,0.503626729,2,S03
3,22,0.5,0.5,2,1,1,1,0,1,0.269838872,0.197686601,2,S03
3,23,8,8,1,2,2,2,1,1,0.62068849,0.468706249,2,S03
3,24,-8,8,1,1,1,1,1,1,0.482648964,0.314834391,2,S03
3,25,1,1,1,1,1,1,0,1,0.437894025,0.365934036,2,S03
3,26,-0.25,0.25,1,2,1,1,1,0,0.109082892,0.01243654,2,S03
3,27,2,2,1,1,2,1,1,1,0.500772986,0.244395152,2,S03
3,28,-4,4,2,2,1,2,1,1,0.735988923,0.456017442,2,S03
3,29,1,1,2,1,1,2,0,0,0.592427852,0.456764233,2,S03
3,30,-8,8,2,2,1,2,1,1,1.102017054,0.894021862,2,S03
3,31,-0.25,0.25,2,2,1,2,1,1,0.609581105,0.482271343,2,S03
3,32,-2,2,1,2,1,2,1,1,1.539340487,1.443437907,2,S03
3,33,-4,4,1,1,1,1,1,1,0.571742283,0.45975019,2,S03
3,34,-2,2,1,1,1,1,1,1,0.520916421,0.424937472,2,S03
3,35,-4,4,1,2,1,1,1,0,0.612951626,0.444983106,2,S03
3,36,0.25,0.25,1,1,1,1,0,1,0.550830927,0.42280637,2,S03
3,37,1,1,2,1,2,1,1,1,0.699480983,0.523384997,2,S03
3,38,-4,4,2,1,1,1,1,1,0.695224515,0.50310301,2,S03
3,39,-1,1,1,1,1,1,1,1,0.390539201,0.342614173,2,S03
3,40,4,4,1,2,2,1,1,0,0.852044296,0.54815407,2,S03
3,41,8,8,2,1,2,2,1,0,0.686800024,0.350979802,2,S03
3,42,-0.25,0.25,1,1,2,2,0,0,0.662249797,0.614226363,2,S03
3,43,0.25,0.25,2,1,2,1,1,1,0.429248877,0.39728628,2,S03
3,44,-0.25,0.25,2,2,1,1,1,0,0.679513529,0.631515451,2,S03
3,45,4,4,2,1,2,1,1,1,0.714828837,0.578704887,2,S03
3,46,1,1,2,1,2,1,1,1,0.378643067,0.298777176,2,S03
3,47,2,2,1,2,2,1,1,0,0.215742101,0.175879639,2,S03
3,48,4,4,1,1,2,1,1,1,0.333689205,0.238190205,2,S03
3,49,-0.5,0.5,1,2,2,1,0,0,0.966221524,0.846206708,2,S03
3,50,-8,8,1,2,1,2,1,1,1.071074126,0.999044107,2,S03
3,51,8,8,1,1,2,1,1,1,0.989946477,0.949899883,2,S03
3,52,-4,4,1,1,1,1,1,1,1.711586604,1.599220511,2,S03
3,53,2,2,1,2,2,1,1,0,0.663229016,0.591235522,2,S03
3,54,-0.25,0.25,1,2,2,1,0,0,1.422148928,1.286134855,2,S03
3,55,2,2,1,2,2,1,1,0,0.492217791,0.412138185,2,S03
3,56,1,1,2,2,2,1,1,0,0.259527782,0.171633132,2,S03
3,57,8,8,1,2,2,2,1,1,1.646437085,1.566336953,2,S03
3,58,-0.5,0.5,1,1,2,2,0,0,0.436866508,0.39686006,2,S03
3,59,-1,1,2,1,2,2,0,0,0.215075,0.159115176,2,S03
3,60,-8,8,1,1,1,1,1,1,0.525054561,0.389183265,2,S03
3,61,4,4,1,1,2,2,1,0,1.089522642,0.993242742,2,S03
3,62,0.25,0.25,2,1,2,2,1,0,0.400757017,0.352779768,2,S03
3,63,-8,8,2,1,1,1,1,1,0.430280016,0.334373813,2,S03
3,64,1,1,2,2,2,1,1,0,1.000573912,0.960479322,2,S03
3,65,2,2,1,1,2,1,1,1,0.958099794,0.79805559,2,S03
3,66,0.25,0.25,2,1,2,1,1,1,0.246985074,0.190894546,2,S03
3,67,-0.25,0.25,1,2,2,1,0,0,0.293495908,0.237474807,2,S03
3,68,-4,4,2,2,1,1,1,0,0.49287976,0.46089694,2,S03
3,69,2,2,2,1,2,2,1,0,0.420879927,0.404372645,2,S03
3,70,2,2,1,2,2,2,1,1,1.050362296,0.922351625,2,S03
3,71,-0.5,0.5,2,2,1,1,1,0,2.525111612,2.293142737,2,S03
3,72,8,8,1,1,2,1,1,1,1.785279848,1.633333226,2,S03
3,73,-2,2,2,2,2,1,0,0,0.770424321,0.682527558,2,S03
3,74,-0.5,0.5,2,2,2,1,0,0,0.551595527,0.479581809,2,S03
3,75,4,4,2,2,2,2,1,1,0.52410432,0.444772109,2,S03
3,76,0.5,0.5,1,2,2,1,1,0,0.920299911,0.784376998,2,S03
3,77,-4,4,1,1,1,1,1,1,1.24442262,1.172408298,2,S03
3,78,-4,4,2,1,1,1,1,1,0.586975432,0.466999858,2,S03
3,79,1,1,1,1,2,1,1,1,1.132257563,1.076289589,2,S03
3,80,-2,2,1,2,2,2,0,1,0.940585219,0.908890671,2,S03
3,81,-0.25,0.25,1,1,2,1,0,1,1.468927509,1.412972213,2,S03
3,82,-8,8,1,1,1,1,1,1,0.284041183,0.211968603,2,S03
3,83,-2,2,2,2,1,1,1,0,0.391205397,0.327183308,2,S03
3,84,4,4,2,1,2,2,1,0,0.396871531,0.340742667,2,S03
3,85,1,1,2,1,2,2,1,0,0.442284214,0.4023158,2,S03
3,86,-0.5,0.5,1,1,1,1,1,1,0.448772603,0.344919445,2,S03
3,87,-4,4,2,2,1,2,1,1,3.503206848,0.775384414,2,S03
3,88,0.5,0.5,1,1,1,1,0,1,0.515147053,0.467482526,2,S03
3,89,1,1,2,2,2,2,1,1,0.394862983,0.370961141,2,S03
3,90,-0.25,0.25,2,2,2,2,0,1,0.95242068,0.440365619,2,S03
3,91,-8,8,2,2,1,2,1,1,0.565110513,0.501046769,2,S03
3,92,2,2,2,2,2,2,1,1,0.389885684,0.325880499,2,S03
3,93,-8,8,2,2,1,2,1,1,0.279169836,0.239220137,2,S03
3,94,-0.5,0.5,2,1,1,2,1,0,0.450439148,0.362417719,2,S03
3,95,0.5,0.5,2,1,1,2,0,0,0.213219493,0.157243067,2,S03
3,96,0.5,0.5,2,1,1,2,0,0,0.42301948,0.367026452,2,S03
3,97,-1,1,1,2,1,2,1,1,0.285052098,0.261005668,2,S03
3,98,0.5,0.5,2,2,1,2,0,1,0.540397586,0.316449017,2,S03
3,99,0.25,0.25,2,2,1,1,0,0,0.444788409,0.340880615,2,S03
3,100,8,8,1,1,2,1,1,1,0.827358837,0.635352339,2,S03
3,101,8,8,2,2,2,2,1,1,0.349644996,0.237585287,2,S03
3,102,-0.25,0.25,1,1,2,2,0,0,0.458240609,0.394778161,2,S03
3,103,8,8,2,2,2,2,1,1,0.501073634,0.372952483,2,S03
3,104,-1,1,2,2,2,1,0,0,0.22521373,0.128669404,2,S03
3,105,4,4,1,1,2,1,1,1,0.206715408,0.166784424,2,S03
3,106,-0.25,0.25,1,1,2,1,0,1,0.312686989,0.256522507,2,S03
3,107,0.25,0.25,1,2,2,1,1,0,0.304956766,0.232451324,2,S03
3,108,-4,4,1,1,1,1,1,1,0.420151549,0.316146558,2,S03
3,109,-0.25,0.25,2,2,1,1,1,0,0.442152001,0.386108261,2,S03
3,110,0.5,0.5,1,1,1,1,0,1,0.280637156,0.240612598,2,S03
3,111,1,1,1,1,1,1,0,1,0.483941813,0.403859792,2,S03
3,112,-0.5,0.5,1,2,1,1,1,0,0.423110037,0.343574376,2,S03
3,113,0.25,0.25,1,2,1,1,0,0,0.269067932,0.197089229,2,S03
3,114,-0.5,0.5,1,1,2,2,0,0,1.204059379,1.028058177,2,S03
3,115,-0.5,0.5,2,1,2,1,0,1,0.453802726,0.389876628,2,S03
3,116,0.5,0.5,1,1,1,2,0,0,0.384672937,0.313311831,2,S03
3,117,0.5,0.5,2,1,1,1,0,1,0.865889211,0.78608852,2,S03
3,118,-4,4,1,2,1,2,1,1,0.457056429,0.321021527,2,S03
3,119,0.25,0.25,1,1,2,2,1,0,0.987710934,0.867730229,2,S03
3,120,-2,2,1,1,1,1,1,1,0.500948364,0.324988213,2,S03
3,121,-0.5,0.5,2,2,1,1,1,0,0.240628898,0.192618444,2,S03
3,122,-4,4,2,1,1,1,1,1,0.487098016,0.399229929,2,S03
3,123,1,1,1,2,1,1,0,0,0.998527028,0.94262184,2,S03
3,124,4,4,1,2,2,2,1,1,0.356159646,0.316158028,2,S03
3,125,8,8,2,1,2,1,1,1,0.269070347,0.205026223,2,S03
3,126,-4,4,1,2,1,2,1,1,0.563967084,0.484057423,2,S03
3,127,-0.5,0.5,1,2,1,2,1,1,0.596894713,0.548796721,2,S03
3,128,1,1,1,2,1,2,0,1,0.322494885,0.282530697,2,S03
3,129,-2,2,1,2,1,2,1,1,0.230569858,0.18313142,2,S03
3,130,-0.25,0.25,2,1,1,1,1,1,0.440933712,0.344864205,2,S03
3,131,-1,1,1,1,1,1,1,1,0.5358942,0.415453165,2,S03
3,132,-4,4,1,2,1,1,1,0,0.255807713,0.199795064,2,S03
3,133,-1,1,1,2,1,1,1,0,0.610461618,0.482590706,2,S03
3,134,2,2,1,1,2,2,1,0,2.212122549,1.988207487,2,S03
3,135,4,4,2,2,2,2,1,1,1.541987158,1.493986062,2,S03
3,136,-0.25,0.25,1,2,2,2,0,1,0.278378672,0.246367175,2,S03
3,137,2,2,1,1,2,2,1,0,0.33757288,0.305842411,2,S03
3,138,0.5,0.5,1,1,1,1,0,1,0.962048368,0.858004135,2,S03
3,139,8,8,1,2,2,2,1,1,0.338878104,0.250962626,2,S03
3,140,-0.25,0.25,2,1,1,1,1,1,0.39526596,0.347248865,2,S03
3,141,2,2,2,1,2,2,1,0,1.840805906,1.680877615,2,S03
3,142,0.25,0.25,1,2,1,1,0,0,0.631305058,0.60732081,2,S03
3,143,0.25,0.25,1,2,2,1,1,0,0.929625744,0.809489583,2,S03
3,144,-1,1,1,1,2,1,0,1,1.045665119,0.957723379,2,S03
