'1. Block','2. Trial','3. Stimulus','4. Offset','5. fliplr','6. Order','7. Ident Resp','8. Discrim Resp','9. Ident Correct','10. Discrim Correct','11. Ident RT','12. Discrim RT',13. Question Condition',14. Participant ID'
1,42,-8,8,2,2,1,2,1,1,0.115371691,0.27549107,1,S02
1,43,-0.5,0.5,1,1,1,1,1,1,0.095473248,0.230702971,1,S02
1,44,0.5,0.5,1,1,1,2,0,0,0.056945975,0.176898993,1,S02
1,45,-2,2,2,2,1,2,1,1,0.190132726,0.374061715,1,S02
1,46,0.25,0.25,1,2,2,2,1,1,0.187216783,0.339126243,1,S02
1,47,4,4,1,2,2,2,1,1,0.044195818,0.203575042,1,S02
1,48,8,8,1,2,2,2,1,1,0.021409806,0.165295593,1,S02
1,49,0.25,0.25,1,1,2,2,1,0,0.110255509,0.278234954,1,S02
1,50,-2,2,1,2,1,1,1,0,0.289475522,0.417449799,1,S02
1,51,8,8,2,2,2,2,1,1,0.151421319,0.319436081,1,S02
1,52,-0.25,0.25,1,1,2,1,0,1,0.383341718,0.50334394,1,S02
1,53,0.5,0.5,2,2,2,1,1,0,0.187025707,0.315034094,1,S02
1,54,4,4,2,2,2,2,1,1,0.000698763,0.154972068,1,S02
1,55,-1,1,1,1,2,2,0,0,0.008304967,0.183612001,1,S02
1,56,1,1,2,2,2,2,1,1,0.217084672,0.353003837,1,S02
1,57,-8,8,1,1,1,1,1,1,0.149609269,0.293555427,1,S02
1,58,-8,8,2,2,1,2,1,1,0.165098782,0.284984185,1,S02
1,59,0.25,0.25,2,1,1,1,0,1,0.016325621,0.176301316,1,S02
1,60,-4,4,1,2,1,2,1,1,0.000700272,0.157406549,1,S02
1,61,-8,8,2,2,1,2,1,1,0.00070148,0.142240627,1,S02
1,62,-0.25,0.25,1,2,1,1,1,0,0.174588878,0.294676224,1,S02
1,63,0.5,0.5,2,1,1,1,0,1,0.446120219,0.574070348,1,S02
1,64,-0.25,0.25,1,1,1,1,1,1,0.291210297,0.387132746,1,S02
1,65,-8,8,1,2,1,2,1,1,0.100516381,0.236953835,1,S02
1,66,-0.25,0.25,2,2,1,2,1,1,0.214851229,0.366744992,1,S02
1,67,-2,2,2,1,1,1,1,1,0.000699065,0.079659842,1,S02
1,68,-8,8,2,1,1,1,1,1,0.978985251,1.130781816,1,S02
1,69,8,8,2,2,2,2,1,1,0.13550015,0.270966529,1,S02
1,70,-0.25,0.25,1,1,2,1,0,1,1.406012722,1.533917572,1,S02
1,71,1,1,2,2,2,2,1,1,0.000702989,0.070356294,1,S02
1,72,8,8,1,2,2,2,1,1,0.189769591,0.309439166,1,S02
1,73,-4,4,1,1,1,1,1,1,0.00069997,0.013212867,1,S02
1,74,0.25,0.25,1,1,2,2,1,0,0.111048791,0.231171755,1,S02
1,75,-0.25,0.25,2,1,2,2,0,0,0.337785694,0.561418898,1,S02
1,76,1,1,2,1,2,1,1,1,0.77024026,0.866194102,1,S02
1,77,-1,1,2,2,2,1,0,0,1.185146946,1.265244519,1,S02
1,78,-1,1,1,2,1,2,1,1,0.336076879,0.480230413,1,S02
1,79,-8,8,1,1,1,1,1,1,0.107395108,0.235318975,1,S02
1,80,-8,8,1,2,1,2,1,1,0.085624847,0.229653714,1,S02
1,81,2,2,1,1,2,1,1,1,0.256624979,0.375954059,1,S02
1,82,0.5,0.5,1,1,1,1,0,1,0.485549745,0.829008585,1,S02
1,83,8,8,2,1,2,1,1,1,0.01522354,0.159262972,1,S02
1,84,4,4,2,1,2,1,1,1,0.448805241,0.544087753,1,S02
1,85,-0.25,0.25,2,1,2,1,0,1,1.156908182,1.292716867,1,S02
1,86,-4,4,1,1,1,1,1,1,0.676317012,0.804109269,1,S02
1,87,-8,8,1,2,1,2,1,1,0.102013594,0.238666876,1,S02
1,88,-0.25,0.25,2,2,1,1,1,0,0.492727613,0.660392824,1,S02
1,89,0.5,0.5,2,2,2,2,1,1,0.447284484,0.599144439,1,S02
1,90,-0.5,0.5,1,1,2,1,0,1,1.725331418,1.83676451,1,S02
1,91,-0.5,0.5,2,2,2,1,0,0,0.831357337,0.919004063,1,S02
1,92,-1,1,2,1,1,1,1,1,0.238944887,0.326958369,1,S02
1,93,8,8,2,2,2,2,1,1,0.067220598,0.202995777,1,S02
1,94,4,4,1,2,2,2,1,1,0.000699367,0.101293664,1,S02
1,95,0.25,0.25,2,1,2,2,1,0,0.128566182,0.256741798,1,S02
1,96,-0.5,0.5,1,2,1,2,1,1,0.147315454,0.267343334,1,S02
1,97,8,8,1,1,2,1,1,1,0.194224102,0.378317301,1,S02
1,98,8,8,1,1,2,1,1,1,0.135795668,0.247328374,1,S02
1,99,1,1,2,1,2,1,1,1,0.877889871,0.981879762,1,S02
1,100,-1,1,1,2,2,2,0,1,0.399238437,0.503206595,1,S02
1,101,0.25,0.25,2,1,2,2,1,0,0.4110145,0.570846208,1,S02
1,102,-1,1,2,1,1,1,1,1,0.303973735,0.40792348,1,S02
1,103,-0.5,0.5,1,2,1,2,1,1,0.297832445,0.409814918,1,S02
1,104,8,8,2,1,2,1,1,1,0.29954126,0.435529551,1,S02
1,105,1,1,2,2,2,1,1,0,0.318581825,0.397811255,1,S02
1,106,-4,4,2,2,1,2,1,1,0.339433533,0.467384869,1,S02
1,107,2,2,2,1,1,1,0,1,0.562431328,0.794931897,1,S02
1,108,-1,1,1,1,1,1,1,1,0.17593154,0.311932811,1,S02
1,109,1,1,1,2,2,2,1,1,0.328058337,0.53591617,1,S02
1,110,-1,1,2,2,1,1,1,0,0.576240099,0.680265308,1,S02
1,111,8,8,1,1,2,1,1,1,0.323426637,0.42742015,1,S02
1,112,-2,2,2,2,2,1,0,0,0.229772646,0.341794059,1,S02
1,113,8,8,2,1,2,1,1,1,0.294208043,0.38213459,1,S02
1,114,-2,2,1,2,1,2,1,1,0.343533965,0.431959785,1,S02
1,115,-1,1,2,1,1,1,1,1,0.185743719,0.297728606,1,S02
1,116,-1,1,1,2,1,2,1,1,0.309546024,0.421411074,1,S02
1,117,-0.25,0.25,2,1,1,1,1,1,0.331487438,0.475528983,1,S02
1,118,2,2,2,2,2,1,1,0,0.094635292,0.214711469,1,S02
1,119,-4,4,2,2,1,2,1,1,0.236840337,0.356709439,1,S02
1,120,0.5,0.5,1,1,1,1,0,1,0.133512117,0.253625422,1,S02
1,121,-4,4,2,2,1,2,1,1,0.280791687,0.400410248,1,S02
1,122,0.5,0.5,1,2,1,1,0,0,0.277861556,0.365814969,1,S02
1,123,0.25,0.25,2,2,1,1,0,0,0.334810889,0.446767402,1,S02
1,124,0.5,0.5,2,1,1,2,0,0,0.261233135,0.373501165,1,S02
1,125,0.25,0.25,2,1,2,1,1,1,0.386420362,0.490308528,1,S02
1,126,4,4,1,1,2,1,1,1,0.113934548,0.265882042,1,S02
1,127,-0.5,0.5,1,2,1,1,1,0,0.689321635,0.800765292,1,S02
1,128,0.5,0.5,2,1,2,1,1,1,0.454607243,0.702331389,1,S02
1,129,1,1,2,2,2,2,1,1,0.346026402,0.529954787,1,S02
1,130,-8,8,2,1,1,1,1,1,0.302178287,0.423016352,1,S02
1,131,-8,8,2,1,1,1,1,1,0.212207259,0.348191626,1,S02
1,132,2,2,2,1,2,1,1,1,0.288794833,0.37680258,1,S02
1,133,2,2,2,1,2,1,1,1,0.285962505,0.437932034,1,S02
1,134,1,1,1,2,1,1,0,0,0.216622528,0.352221121,1,S02
1,135,4,4,1,1,2,1,1,1,0.260789707,0.388817714,1,S02
1,136,0.25,0.25,2,2,1,2,0,1,0.254182651,0.37413567,1,S02
1,137,-4,4,2,1,1,1,1,1,0.331278553,0.419192724,1,S02
1,138,4,4,1,2,2,2,1,1,0.12189634,0.273346675,1,S02
1,139,-0.5,0.5,2,2,1,2,1,1,0.732486948,0.876545096,1,S02
1,140,-4,4,2,1,1,1,1,1,0.2396784,0.335692312,1,S02
1,141,4,4,2,1,2,1,1,1,0.304249633,0.432119165,1,S02
1,142,-4,4,2,2,1,2,1,1,0.282455223,0.386764782,1,S02
1,143,2,2,1,2,1,1,0,0,0.252343433,0.347716804,1,S02
1,144,-4,4,1,2,1,2,1,1,0.304320569,0.480912611,1,S02
1,145,-0.5,0.5,2,1,1,1,1,1,0.259522811,0.380053585,1,S02
1,146,-2,2,1,1,1,1,1,1,0.40492362,0.500848484,1,S02
1,147,-2,2,2,2,1,1,1,0,0.072617206,0.224491046,1,S02
1,148,2,2,2,2,1,1,0,0,0.806624949,0.94256132,1,S02
1,149,-1,1,1,1,1,1,1,1,0.319680888,0.430877626,1,S02
1,150,-4,4,1,1,1,1,1,1,0.217249486,0.361173005,1,S02
1,151,8,8,1,2,2,2,1,1,0.234188821,0.386089225,1,S02
1,152,-0.5,0.5,1,2,1,1,1,0,0.347417663,0.459374176,1,S02
1,153,-2,2,1,2,1,2,1,1,0.198220996,0.326743144,1,S02
1,154,2,2,1,2,2,2,1,1,0.226279552,0.354336839,1,S02
1,155,4,4,1,1,2,1,1,1,0.327557254,0.463023633,1,S02
1,156,-0.5,0.5,2,2,1,2,1,1,0.261894203,0.405966236,1,S02
1,157,8,8,2,2,2,2,1,1,0.255767704,0.383740472,1,S02
1,158,-0.5,0.5,1,1,2,1,0,1,1.313075945,1.441005547,1,S02
1,159,1,1,2,1,1,2,0,0,0.303633542,0.447505745,1,S02
1,160,-0.5,0.5,1,1,2,1,0,1,0.230118273,0.374743611,1,S02
1,161,2,2,1,1,2,1,1,1,0.299164844,0.395151891,1,S02
1,162,0.5,0.5,1,1,1,1,0,1,0.304735322,0.416924567,1,S02
1,163,2,2,2,2,2,1,1,0,0.510854455,0.918737825,1,S02
1,164,0.5,0.5,1,2,2,1,1,0,0.294747764,0.406601948,1,S02
1,165,-2,2,1,1,1,1,1,1,0.21714776,0.312532903,1,S02
1,166,4,4,1,2,1,1,0,0,0.680362506,0.784405524,1,S02
1,167,4,4,2,2,2,2,1,1,0.297758188,0.417730224,1,S02
1,168,-2,2,2,1,1,1,1,1,0.127847762,0.24781527,1,S02
1,169,-2,2,2,2,1,1,1,0,0.222248547,0.342283973,1,S02
1,170,-4,4,1,1,1,1,1,1,0.166578487,0.270619393,1,S02
1,171,-4,4,1,2,1,2,1,1,0.29386634,0.414306557,1,S02
1,172,-8,8,1,1,1,1,1,1,0.271433502,0.399417438,1,S02
1,173,1,1,1,2,1,2,0,1,0.96496518,1.188944011,1,S02
1,174,-4,4,1,2,1,2,1,1,0.23839943,0.36639695,1,S02
1,175,4,4,2,2,2,2,1,1,0.215352614,0.319952861,1,S02
1,176,0.5,0.5,1,2,2,2,1,1,0.247078134,0.391167674,1,S02
1,177,4,4,2,1,2,1,1,1,0.276639336,0.436664535,1,S02
1,178,-0.5,0.5,2,2,1,2,1,1,0.190948345,0.303003263,1,S02
1,179,4,4,1,1,2,1,1,1,0.258698136,0.362676859,1,S02
1,180,0.5,0.5,2,2,2,2,1,1,0.28372725,0.419489751,1,S02
1,181,0.5,0.5,1,2,2,2,1,1,0.113562358,0.257539004,1,S02
1,182,-0.25,0.25,2,2,2,2,0,1,0.332387577,0.484319676,1,S02
1,183,1,1,1,1,2,2,1,0,0.247525788,0.375446033,1,S02
1,184,1,1,1,1,2,1,1,1,0.460595491,0.596516769,1,S02
1,185,1,1,1,2,1,1,0,0,0.29019183,0.682098488,1,S02
1,186,0.5,0.5,2,1,2,2,1,0,0.301319804,0.421411376,1,S02
1,187,0.25,0.25,1,1,2,1,1,1,0.219413502,0.339366219,1,S02
1,188,2,2,2,2,2,2,1,1,0.251855028,0.379774065,1,S02
1,189,-0.25,0.25,1,2,2,1,0,0,0.253113773,0.42120732,1,S02
1,190,-2,2,1,1,1,1,1,1,0.267889696,0.387140896,1,S02
1,191,4,4,2,1,2,1,1,1,0.108465193,0.260486642,1,S02
1,192,2,2,1,1,2,1,1,1,0.223285428,0.343350134,1,S02
2,1,0.5,0.5,1,2,2,2,1,1,0.351588126,0.486883049,1,S02
2,2,0.5,0.5,2,2,2,1,1,0,0.254449795,0.318383504,1,S02
2,3,-4,4,2,2,1,2,1,1,0.302317141,0.399029853,1,S02
2,4,4,4,2,2,2,2,1,1,0.291931736,0.355868464,1,S02
2,5,0.5,0.5,1,2,2,1,1,0,0.300718203,0.420756647,1,S02
2,6,4,4,1,2,2,2,1,1,0.25876696,0.346787083,1,S02
2,7,-4,4,1,2,1,2,1,1,0.263478653,0.359327147,1,S02
2,8,4,4,2,1,2,1,1,1,0.200263666,0.392227496,1,S02
2,9,1,1,1,2,2,2,1,1,0.293868151,0.373793363,1,S02
2,10,-1,1,1,2,2,1,0,0,0.266899905,0.354893163,1,S02
2,11,8,8,2,2,2,2,1,1,0.279981501,0.391610499,1,S02
2,12,0.25,0.25,1,1,2,1,1,1,0.221152805,0.333135882,1,S02
2,13,-8,8,1,1,1,1,1,1,0.165586886,0.269574966,1,S02
2,14,-2,2,1,1,1,1,1,1,0.332514357,0.428679198,1,S02
2,15,0.25,0.25,1,2,2,2,1,1,0.207160806,0.310971998,1,S02
2,16,-0.25,0.25,2,1,1,1,1,1,0.302695671,0.390659045,1,S02
2,17,-8,8,1,1,1,1,1,1,0.252304494,0.356237636,1,S02
2,18,8,8,2,2,2,2,1,1,0.333143428,0.445059492,1,S02
2,19,-2,2,1,2,1,2,1,1,0.347586703,0.611633791,1,S02
2,20,-8,8,2,2,1,2,1,1,0.165444711,0.277410883,1,S02
2,21,1,1,1,1,2,2,1,0,0.288706087,0.392721033,1,S02
2,22,0.25,0.25,1,1,2,1,1,1,0.246843591,0.350239728,1,S02
2,23,0.25,0.25,1,1,1,2,0,0,0.290816675,0.402886384,1,S02
2,24,0.5,0.5,2,2,2,2,1,1,0.268598759,0.381028283,1,S02
2,25,-1,1,1,1,2,1,0,1,0.341996303,0.422237258,1,S02
2,26,-8,8,1,2,1,2,1,1,0.060062351,0.203951156,1,S02
2,27,-2,2,1,2,1,2,1,1,0.237872085,0.389833766,1,S02
2,28,-1,1,1,1,1,2,1,0,0.567185583,0.639108856,1,S02
2,29,-2,2,1,1,1,1,1,1,0.149620438,0.285578542,1,S02
2,30,4,4,2,1,2,1,1,1,0.237086652,0.349060371,1,S02
2,31,0.5,0.5,2,1,2,1,1,1,0.201716807,0.337720191,1,S02
2,32,-8,8,1,2,1,2,1,1,0.282151253,0.410126133,1,S02
2,33,-1,1,1,2,2,2,0,1,0.299955107,0.395892951,1,S02
2,34,-4,4,1,2,1,2,1,1,0.218079896,0.345511131,1,S02
2,35,1,1,2,1,2,1,1,1,0.414531743,0.526118481,1,S02
2,36,0.25,0.25,2,2,2,1,1,0,0.37869583,0.490499,1,S02
2,37,0.5,0.5,1,2,2,1,1,0,0.201725863,0.313661246,1,S02
2,38,-2,2,2,2,1,2,1,1,0.369699573,0.497644267,1,S02
2,39,2,2,1,2,2,2,1,1,0.269387814,0.365363994,1,S02
2,40,0.25,0.25,2,1,2,1,1,1,0.174171711,0.270381227,1,S02
2,41,1,1,2,1,2,1,1,1,0.341224152,0.421179248,1,S02
2,42,-8,8,2,1,1,1,1,1,0.339226761,0.427177457,1,S02
2,43,-1,1,2,2,1,2,1,1,0.469417275,0.733548883,1,S02
2,44,2,2,1,1,2,1,1,1,0.181832552,0.29378665,1,S02
2,45,-0.25,0.25,2,2,1,1,1,0,0.157249885,0.269343139,1,S02
2,46,-0.5,0.5,2,2,1,1,1,0,1.028240237,1.156185233,1,S02
2,47,0.25,0.25,1,2,2,2,1,1,0.229125162,0.341089825,1,S02
2,48,-4,4,2,1,1,1,1,1,0.197489294,0.34157974,1,S02
2,49,4,4,1,1,2,2,1,0,0.213982181,0.310076387,1,S02
2,50,-0.25,0.25,1,2,2,1,0,0,0.261775875,0.381883445,1,S02
2,51,1,1,1,2,1,2,0,1,0.263179512,0.391426366,1,S02
2,52,-0.25,0.25,1,1,2,2,0,0,0.197478729,0.325322,1,S02
2,53,2,2,1,2,2,1,1,0,0.160923188,0.280819156,1,S02
2,54,-0.25,0.25,2,2,1,1,1,0,0.436093119,0.732036275,1,S02
2,55,4,4,1,2,2,2,1,1,0.284557358,0.724482896,1,S02
2,56,-8,8,2,1,1,1,1,1,0.176634566,0.272631876,1,S02
2,57,-2,2,1,2,1,2,1,1,0.239658176,0.343641426,1,S02
2,58,0.5,0.5,1,1,2,1,1,1,0.528068782,0.640403824,1,S02
2,59,8,8,1,1,2,1,1,1,0.190502199,0.334582081,1,S02
2,60,-0.5,0.5,1,1,1,1,1,1,0.062897396,0.206827254,1,S02
2,61,-1,1,2,1,2,2,0,0,0.289397944,0.40868899,1,S02
2,62,-8,8,1,2,1,2,1,1,0.234498526,0.330531154,1,S02
2,63,1,1,2,2,2,2,1,1,0.118634469,0.254577178,1,S02
2,64,-4,4,2,2,1,2,1,1,0.265994635,0.385509055,1,S02
2,65,-1,1,2,2,1,2,1,1,0.170794228,0.290786791,1,S02
2,66,8,8,2,1,2,1,1,1,0.226175411,0.314132144,1,S02
2,67,-4,4,2,1,1,1,1,1,0.874187589,0.962103873,1,S02
2,68,1,1,1,1,2,1,1,1,0.251128155,0.362965737,1,S02
2,69,0.25,0.25,2,2,2,2,1,1,0.267809703,0.380011627,1,S02
2,70,-8,8,2,2,1,2,1,1,0.213239914,0.301223512,1,S02
2,71,2,2,1,1,1,2,0,0,0.272886342,0.392829701,1,S02
2,72,-1,1,1,1,1,1,1,1,0.326318431,0.422350153,1,S02
2,73,-4,4,1,1,1,1,1,1,0.052571456,0.188459832,1,S02
2,74,8,8,2,1,2,1,1,1,0.261753839,0.349741664,1,S02
2,75,2,2,1,2,1,1,0,0,0.178914496,0.266292568,1,S02
2,76,0.25,0.25,2,2,2,2,1,1,0.265395749,0.385456531,1,S02
2,77,1,1,1,2,1,1,0,0,0.29873349,0.394666504,1,S02
2,78,-0.5,0.5,2,1,1,1,1,1,0.384310681,0.488261934,1,S02
2,79,8,8,1,2,2,2,1,1,0.199835934,0.335708613,1,S02
2,80,4,4,2,1,2,1,1,1,0.216130501,0.368097615,1,S02
2,81,-4,4,2,1,1,1,1,1,0.389957226,0.421266183,1,S02
2,82,0.25,0.25,2,1,1,1,0,1,0.323307403,0.459206343,1,S02
2,83,-4,4,2,2,1,2,1,1,0.26206928,0.373964818,1,S02
2,84,-0.5,0.5,2,1,2,1,0,1,0.243176324,0.379113299,1,S02
2,85,-0.25,0.25,1,2,1,2,1,1,0.296190643,0.46416888,1,S02
2,86,-8,8,1,1,1,1,1,1,0.295190287,0.399161765,1,S02
2,87,2,2,2,2,2,1,1,0,0.436792522,0.564765894,1,S02
2,88,8,8,1,1,2,1,1,1,0.261618305,0.365657701,1,S02
2,89,-0.25,0.25,1,1,2,2,0,0,0.278418182,0.406430794,1,S02
2,90,-8,8,2,1,1,1,1,1,0.272310096,0.360274677,1,S02
2,91,8,8,1,2,2,2,1,1,0.201618402,0.297168963,1,S02
2,92,-0.25,0.25,2,1,1,2,1,0,1.444859361,1.540848219,1,S02
2,93,4,4,1,1,2,2,1,0,0.749356856,0.853187366,1,S02
2,94,-2,2,2,2,1,2,1,1,0.327834661,0.439904974,1,S02
2,95,2,2,2,1,1,1,0,1,0.350393676,0.478383649,1,S02
2,96,8,8,2,1,2,1,1,1,0.353609665,0.449849064,1,S02
2,97,-0.25,0.25,1,2,2,1,0,0,0.364354885,0.469138661,1,S02
2,98,1,1,2,1,2,1,1,1,0.027395941,0.171351759,1,S02
2,99,-2,2,2,2,1,2,1,1,0.184414037,0.35242246,1,S02
2,100,1,1,2,2,2,1,1,0,0.205115722,0.325793501,1,S02
2,101,-1,1,1,2,1,2,1,1,0.20174488,0.305237914,1,S02
2,102,0.5,0.5,1,2,1,2,0,1,1.356960886,1.485009722,1,S02
2,103,0.25,0.25,2,2,1,1,0,0,0.212330115,0.33240267,1,S02
2,104,-4,4,2,2,1,2,1,1,0.268685996,0.380741518,1,S02
2,105,-0.5,0.5,1,2,2,2,0,1,0.126031787,0.414146875,1,S02
2,106,2,2,1,1,2,1,1,1,0.319890377,0.488509457,1,S02
2,107,0.5,0.5,2,2,1,1,0,0,0.311678647,0.42332153,1,S02
2,108,-0.5,0.5,2,2,1,2,1,1,0.237331459,0.33400342,1,S02
2,109,2,2,2,2,1,1,0,0,0.309869615,0.405645059,1,S02
2,110,-4,4,1,2,1,2,1,1,0.000700876,0.087528662,1,S02
2,111,-0.5,0.5,1,1,1,1,1,1,0.095024084,0.567033749,1,S02
2,112,8,8,1,2,2,2,1,1,0.19999622,0.311795465,1,S02
2,113,4,4,1,2,2,2,1,1,0.143899635,0.287856057,1,S02
2,114,-8,8,2,2,1,2,1,1,0.287224873,0.407858278,1,S02
2,115,0.5,0.5,1,1,1,2,0,0,0.353047304,0.464956124,1,S02
2,116,-0.5,0.5,1,1,1,1,1,1,0.231968961,0.344018144,1,S02
2,117,4,4,2,1,2,1,1,1,0.79657702,0.884584465,1,S02
2,118,4,4,2,2,2,2,1,1,0.12782965,0.240026442,1,S02
2,119,-0.25,0.25,2,2,2,1,0,0,0.718386583,0.862372285,1,S02
2,120,-0.5,0.5,1,2,2,1,0,0,0.109397631,0.277333608,1,S02
2,121,-1,1,2,1,1,1,1,1,0.152568981,0.264736795,1,S02
2,122,-2,2,2,1,1,2,1,0,0.327486619,0.416069103,1,S02
2,123,2,2,2,1,1,2,0,0,0.4138097,0.533477463,1,S02
2,124,-1,1,1,1,2,2,0,0,0.261877903,0.381875295,1,S02
2,125,-8,8,1,2,1,2,1,1,0.223793454,0.327347765,1,S02
2,126,-2,2,2,1,2,2,0,0,0.859410761,0.995433463,1,S02
2,127,-4,4,1,1,1,2,1,0,0.288971118,0.369108838,1,S02
2,128,-0.5,0.5,1,1,2,1,0,1,0.846026704,0.966020172,1,S02
2,129,1,1,2,1,2,1,1,1,0.071135086,0.167377806,1,S02
2,130,-2,2,2,1,1,2,1,0,0.252064517,0.420076562,1,S02
2,131,8,8,2,2,2,2,1,1,0.370080215,0.65800483,1,S02
2,132,0.25,0.25,2,1,1,1,0,1,0.509397993,0.996694624,1,S02
2,133,-1,1,1,2,1,1,1,0,0.018309127,0.106257408,1,S02
2,134,-4,4,1,2,1,2,1,1,0.086028732,0.206289646,1,S02
2,135,0.5,0.5,2,1,2,2,1,0,0.063870886,0.191836711,1,S02
2,136,0.25,0.25,2,1,2,2,1,0,0.16548516,0.285368148,1,S02
2,137,0.25,0.25,1,1,2,1,1,1,0.204973246,0.341608718,1,S02
2,138,2,2,1,2,2,2,1,1,0.181228535,0.317284743,1,S02
2,139,1,1,2,2,2,2,1,1,0.053206564,0.173163206,1,S02
2,140,-2,2,1,1,1,1,1,1,1.362196604,1.490269286,1,S02
2,141,4,4,1,2,2,2,1,1,0.105683577,0.265664704,1,S02
2,142,-4,4,1,1,1,1,1,1,0.072580379,0.184584888,1,S02
2,143,4,4,2,2,2,2,1,1,0.074016617,0.20205851,1,S02
2,144,0.5,0.5,1,1,2,1,1,1,0.071779853,0.22366124,1,S02
2,145,-0.5,0.5,1,2,2,1,0,0,0.525656337,0.629618759,1,S02
2,146,-0.5,0.5,2,1,1,1,1,1,0.295940101,0.431921449,1,S02
2,147,1,1,1,1,2,1,1,1,0.000719893,0.050228439,1,S02
2,148,2,2,2,1,2,1,1,1,0.23689286,0.357750545,1,S02
2,149,-0.25,0.25,1,1,2,2,0,0,0.869859557,1.02237575,1,S02
2,150,8,8,2,2,2,2,1,1,0.267780725,0.371906754,1,S02
2,151,4,4,1,1,2,1,1,1,1.224950473,1.3129549,1,S02
2,152,0.5,0.5,2,1,2,1,1,1,0.472795664,0.5688135,1,S02
2,153,-1,1,2,2,1,2,1,1,0.166033635,0.270118007,1,S02
2,154,-0.25,0.25,2,2,1,1,1,0,0.308980947,0.396867045,1,S02
2,155,2,2,1,1,2,1,1,1,0.210708537,0.346397687,1,S02
2,156,0.5,0.5,2,1,2,2,1,0,0.071639188,0.183090693,1,S02
2,157,1,1,2,2,1,1,0,0,0.264418335,0.408440863,1,S02
2,158,-8,8,2,2,1,2,1,1,0.514911419,0.634217558,1,S02
2,159,8,8,1,1,2,1,1,1,0.284613806,0.388522799,1,S02
2,160,0.5,0.5,1,1,1,2,0,0,0.397765674,0.469748715,1,S02
2,161,-1,1,2,1,1,1,1,1,0.252711397,0.348744628,1,S02
2,162,-0.25,0.25,2,1,2,2,0,0,0.225860574,0.353370896,1,S02
2,163,4,4,2,2,2,2,1,1,0.214085416,0.374100956,1,S02
2,164,-0.5,0.5,2,1,2,2,0,0,0.427154516,0.683221398,1,S02
2,165,-2,2,2,1,2,1,0,1,0.310336588,0.47839029,1,S02
2,166,-2,2,2,2,1,2,1,1,0.29015772,0.409581582,1,S02
2,167,-0.25,0.25,1,2,2,2,0,1,0.363404034,0.563411459,1,S02
2,168,4,4,1,1,2,1,1,1,0.244306781,0.404221802,1,S02
2,169,-0.5,0.5,1,2,2,1,0,0,0.198439239,0.310103856,1,S02
2,170,2,2,2,2,2,2,1,1,0.118015661,0.237975924,1,S02
2,171,1,1,1,1,2,1,1,1,0.124474806,0.252581297,1,S02
2,172,-0.25,0.25,1,1,2,2,0,0,0.063271699,0.223219925,1,S02
2,173,-1,1,2,1,2,1,0,1,0.2692393,0.389369811,1,S02
2,174,-4,4,2,1,1,1,1,1,0.431104924,0.550649832,1,S02
2,175,-4,4,1,1,1,1,1,1,0.099195452,0.235157481,1,S02
2,176,-0.25,0.25,2,1,2,2,0,0,0.126154341,0.277550341,1,S02
2,177,8,8,2,1,2,1,1,1,0.184770832,0.857459555,1,S02
2,178,-1,1,2,2,2,1,0,0,2.283446523,2.411388199,1,S02
2,179,-2,2,1,1,1,1,1,1,0.077147181,0.205210807,1,S02
2,180,0.25,0.25,1,2,1,1,0,0,0.167581861,0.711012206,1,S02
2,181,1,1,1,2,2,2,1,1,0.262832074,0.398821874,1,S02
2,182,0.5,0.5,2,2,1,1,0,0,0.140532717,0.236594926,1,S02
2,183,2,2,2,1,1,1,0,1,0.206762958,0.294720295,1,S02
2,184,-0.5,0.5,2,2,1,2,1,1,0.206152904,0.302188852,1,S02
2,185,-8,8,2,1,1,1,1,1,0.305881776,0.433927291,1,S02
2,186,-2,2,1,2,1,2,1,1,0.000699065,0.076113017,1,S02
2,187,2,2,2,2,2,2,1,1,0.063841002,0.175387291,1,S02
2,188,8,8,1,1,2,1,1,1,0.269034943,0.780481075,1,S02
2,189,-8,8,1,1,1,1,1,1,11.16561707,11.50953956,1,S02
2,190,8,8,1,2,2,2,1,1,0.30941381,0.389373132,1,S02
2,191,-0.5,0.5,2,2,2,1,0,0,0.366742577,0.454632298,1,S02
2,192,0.25,0.25,1,2,2,2,1,1,0.097431096,0.19349089,1,S02
3,1,0.25,0.25,2,2,2,1,1,0,0.318128435,0.406256019,1,S02
3,2,-0.25,0.25,1,2,2,2,0,1,0.552053771,0.688025459,1,S02
3,3,2,2,1,1,2,1,1,1,0.079594641,0.199368356,1,S02
3,4,1,1,2,2,2,1,1,0,0.348997283,0.44497467,1,S02
3,5,4,4,1,2,2,1,1,0,0.15619761,0.259479343,1,S02
3,6,0.5,0.5,2,2,2,2,1,1,0.24639503,0.342217867,1,S02
3,7,4,4,2,1,2,2,1,0,0.150718897,0.286726808,1,S02
3,8,8,8,2,1,2,1,1,1,0.438190122,0.534765791,1,S02
3,9,4,4,1,1,2,1,1,1,0.34244275,0.478574725,1,S02
3,10,0.5,0.5,2,1,1,1,0,1,0.401710951,0.569780048,1,S02
3,11,0.5,0.5,1,2,2,1,1,0,0.174836401,0.286796537,1,S02
3,12,8,8,2,2,1,1,0,0,0.446268431,0.670306125,1,S02
3,13,-0.5,0.5,2,2,1,2,1,1,0.349236958,0.461456389,1,S02
3,14,-8,8,1,2,1,2,1,1,0.22815137,0.316404829,1,S02
